year_film,year_award,ceremony,category,nominee,film,win,reducedString,tconst,primaryTitle,originalTitle
1982,1983,40,Best Original Score - Motion Picture,Vangelis Papathanassiou,Blade Runner,False,blade runner,tt0083658,Blade Runner,Blade Runner
1982,1983,40,Best Original Score - Motion Picture,Giorgio Moroder,Cat People,False,cat people,tt0083722,Cat People,Cat People
1982,1983,40,Best Original Score - Motion Picture,Dudley Moore,Six Weeks,False,six weeks,tt0084691,Six Weeks,Six Weeks
1982,1983,40,Best Original Song - Motion Picture,"Eye of the Tiger, Survivor, Jim Peterik, Frankie Sullivan III",Rocky III,False,rocky iii,tt0084602,Rocky III,Rocky III
1982,1983,40,Best Original Song - Motion Picture,"If We Were In Love, John Williams, Alan Bergman, Marilyn Bergman","Yes, Giorgio",False,yes giorgio,tt0084931,"Yes, Giorgio","Yes, Giorgio"
1982,1983,40,Best Original Song - Motion Picture,"Making Love, Burt Bacharach, Bruce Roberts, Carole Bayer Sager",Making Love,False,making love,tt0084293,Making Love,Making Love
1982,1983,40,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Anthony Andrews,Brideshead Revisited,True,brideshead revisited,tt0412536,Brideshead Revisited,Brideshead Revisited
1982,1983,40,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Robby Benson,Two of a Kind,False,two of a kind,tt0086494,Two of a Kind,Two of a Kind
1982,1983,40,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sam Waterston,Oppenheimer,False,oppenheimer,tt15398776,Oppenheimer,Oppenheimer
1982,1983,40,Best Performance by an Actress in a Television Series - Musical or Comedy,Rita Moreno,Nine To Five,False,nine to five,tt0080319,9 to 5,Nine to Five
1982,1983,40,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shelley Long,Cheers,True,cheers,tt22801924,Cheers,Cheers
1982,1983,40,New Star Of The Year - Actress,Sandahl Bergman,Conan the Barbarian,True,conan barbarian,tt0082198,Conan the Barbarian,Conan the Barbarian
1982,1983,40,New Star Of The Year - Actress,Amy Madigan,Love Child,False,love child,tt0084273,Love Child,Love Child
1982,1983,40,New Star Of The Year - Actress,Amy Madigan,Love Child,False,love child,tt0266731,The Love Child,The Love Child
1982,1983,40,New Star Of The Year - Actor,Eddie Murphy,48 Hrs.,False,ivviii hrs,tt0083511,48 Hrs.,48 Hrs.
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Terms of Endearment,True,terms of endearment,tt0086425,Terms of Endearment,Terms of Endearment
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Jane Alexander,Testament,False,testament,tt0086429,Testament,Testament
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Jane Alexander,Testament,False,testament,tt27429737,The Testament,The Testament
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Bonnie Bedelia,Heart Like a Wheel,False,heart like a wheel,tt0085656,Heart Like a Wheel,Heart Like a Wheel
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Silkwood,False,silkwood,tt0086312,Silkwood,Silkwood
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Tom Courtenay,The Dresser,True,dresser,tt0085461,The Dresser,The Dresser
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Robert Duvall,Tender Mercies,True,tender mercies,tt0086423,Tender Mercies,Tender Mercies
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Tom Conti,"Reuben, Reuben",False,reuben reuben,tt0084591,"Reuben, Reuben","Reuben, Reuben"
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Scarface,False,scarface,tt0086250,Scarface,Scarface
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Eric Roberts,Star 80,False,star viii0,tt0086355,Star 80,Star 80
1983,1984,41,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Walters,Educating Rita,True,educating rita,tt0085478,Educating Rita,Educating Rita
1983,1984,41,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anne Bancroft,To Be or Not to Be,False,to be or not to be,tt0086450,To Be or Not to Be,To Be or Not to Be
1983,1984,41,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Beals,Flashdance,False,flashdance,tt0085549,Flashdance,Flashdance
1983,1984,41,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand,Yentl,False,yentl,tt0086619,Yentl,Yentl
1983,1984,41,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Cruise,Risky Business,False,risky business,tt0086200,Risky Business,Risky Business
1983,1984,41,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Eddie Murphy,Trading Places,False,trading places,tt0086465,Trading Places,Trading Places
1983,1984,41,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Woody Allen,Zelig,False,zelig,tt0086637,Zelig,Zelig
1983,1984,41,Best Performance by an Actress in a Supporting Role in any Motion Picture,Barbara Carrera,Never Say Never Again,False,never say never again,tt0086006,Never Say Never Again,Never Say Never Again
1983,1984,41,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joanna Pacula,Gorky Park,False,gorky park,tt0085615,Gorky Park,Gorky Park
1983,1984,41,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gene Hackman,Under Fire,False,under fire,tt0086510,Under Fire,Under Fire
1983,1984,41,Best Original Score - Motion Picture,Stewart Copeland,Rumble Fish,False,rumble fish,tt0086216,Rumble Fish,Rumble Fish
1983,1984,41,Best Original Song - Motion Picture,"Far From Over, Frank Stallone, Vince DiCola",Staying Alive,False,staying alive,tt0086361,Staying Alive,Staying Alive
1983,1984,41,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Blair Brown,Kennedy,False,kennedy,tt27502523,Kennedy,Kennedy
1983,1984,41,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Gena Rowlands,Thursday's Child,False,thursdays child,tt11904870,Thursday's Child,Thursday's Child
1983,1984,41,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Strauss,Heart of Steel,False,heart of steel,tt1754639,The Heart of Steel,The Heart of Steel
1983,1984,41,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Robert Blake,Blood Feud,False,blood feud,tt4881130,Blood Feud,Blood Feud
1983,1984,41,Best Performance by an Actor In A Television Series - Drama,James Brolin,Hotel,False,hotel,tt0260077,Hotel,Hotel
1983,1984,41,Best Performance by an Actor In A Television Series - Drama,James Brolin,Hotel,False,hotel,tt0351077,The Hotel!!,The Hotel!!
1983,1984,41,Best Performance by an Actor In A Television Series - Drama,James Brolin,Hotel,False,hotel,tt13051596,The Wilderness Hotel,The Hotel
1983,1984,41,Best Performance by an Actor In A Television Series - Drama,James Brolin,Hotel,False,hotel,tt21038854,The Hotel,The Hotel
1983,1984,41,Best Performance by an Actor In A Television Series - Drama,James Brolin,Hotel,False,hotel,tt3454148,Hôtel,Hôtel
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Places in the Heart,True,places in heart,tt0087921,Places in the Heart,Places in the Heart
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Diane Keaton,Mrs. Soffel,False,mrs soffel,tt0087751,Mrs. Soffel,Mrs. Soffel
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange,Country,False,country,tt0087091,Country,Country
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange,Country,False,country,tt8819202,The Country,The Country
1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,F. Murray Abraham,Amadeus,True,amadeus,tt0086879,Amadeus,Amadeus
1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,Albert Finney,Under The Volcano,False,under volcano,tt0088322,Under the Volcano,Under the Volcano
1984,1985,42,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kathleen Turner,Romancing the Stone,True,romancing stone,tt0088011,Romancing the Stone,Romancing the Stone
1984,1985,42,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Tomlin,All of Me,False,all of me,tt0086873,All of Me,All of Me
1984,1985,42,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anne Bancroft,Garbo Talks,False,garbo talks,tt0087313,Garbo Talks,Garbo Talks
1984,1985,42,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mia Farrow,Broadway Danny Rose,False,broadway danny rose,tt0087003,Broadway Danny Rose,Broadway Danny Rose
1984,1985,42,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shelley Long,Irreconcilable Differences,False,irreconcilable differences,tt0087482,Irreconcilable Differences,Irreconcilable Differences
1984,1985,42,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dudley Moore,Micki & Maude,True,micki maude,tt0087718,Micki + Maude,Micki + Maude
1984,1985,42,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Eddie Murphy,Beverly Hills Cop,False,beverly hills cop,tt0086960,Beverly Hills Cop,Beverly Hills Cop
1984,1985,42,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,Ghostbusters,False,ghostbusters,tt0087332,Ghostbusters,Ghostbusters
1984,1985,42,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,Moscow on the Hudson,False,moscow on hudson,tt0087747,Moscow on the Hudson,Moscow on the Hudson
1984,1985,42,Best Performance by an Actress in a Supporting Role in any Motion Picture,Christine Lahti,Swing Shift,False,swing shift,tt0088213,Swing Shift,Swing Shift
1984,1985,42,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lesley Ann Warren,Songwriter,False,songwriter,tt0088153,Songwriter,Songwriter
1984,1985,42,Best Performance by an Actress in a Supporting Role in any Motion Picture,Melanie Griffith,Body Double,False,body double,tt0086984,Body Double,Body Double
1984,1985,42,Best Director - Motion Picture,Sergio Leone,Once Upon a Time in America,False,once upon a time in america,tt0087843,Once Upon a Time in America,Once Upon a Time in America
1984,1985,42,Best Original Song - Motion Picture,"Against All Odds (Take a Look At Me Now), Phil Collins",Against All Odds,False,against all odds,tt0086859,Against All Odds,Against All Odds
1984,1985,42,Best Original Song - Motion Picture,"Against All Odds (Take a Look At Me Now), Phil Collins",Against All Odds,False,against all odds,tt13286266,Against All the Odds,Against All the Odds
1984,1985,42,Best Original Song - Motion Picture,"Footloose, Kenny Loggins, Dean Pitchford",Footloose,False,footloose,tt0087277,Footloose,Footloose
1984,1985,42,Best Original Song - Motion Picture,"No More Lonely Nights, Paul McCartney",Give My Regards To Broad Street,False,give my regards to broad street,tt0087337,Give My Regards to Broad Street,Give My Regards to Broad Street
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Out of Africa,False,out of africa,tt0089755,Out of Africa,Out of Africa
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,Agnes of God,False,agnes of god,tt0088683,Agnes of God,Agnes of God
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Cher,Mask,False,mask,tt0079538,The Mask,The Mask
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Cher,Mask,False,mask,tt0089560,Mask,Mask
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,Runaway Train,True,runaway train,tt0089941,Runaway Train,Runaway Train
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Harrison Ford,Witness,False,witness,tt0090329,Witness,Witness
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Harrison Ford,Witness,False,witness,tt2293003,The Witness,The Witness
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Harrison Ford,Witness,False,witness,tt4240848,I Witness,The Witness
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Gene Hackman,Twice in a Lifetime,False,twice in a lifetime,tt0090223,Twice in a Lifetime,Twice in a Lifetime
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,William Hurt,Kiss of the Spider Woman,False,kiss of spider woman,tt0089424,Kiss of the Spider Woman,Kiss of the Spider Woman
1985,1986,43,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kathleen Turner,Prizzi's Honor,True,prizzis honor,tt0089841,Prizzi's Honor,Prizzi's Honor
1985,1986,43,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rosanna Arquette,Desperately Seeking Susan,False,desperately seeking susan,tt0089017,Desperately Seeking Susan,Desperately Seeking Susan
1985,1986,43,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Glenn Close,Maxie,False,maxie,tt0089569,Maxie,Maxie
1985,1986,43,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sally Field,Murphy's Romance,False,murphys romance,tt0089643,Murphy's Romance,Murphy's Romance
1985,1986,43,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Griffin Dunne,After Hours,False,after hours,tt0088680,After Hours,After Hours
1985,1986,43,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael J. Fox,Back To The Future,False,back to future,tt0088763,Back to the Future,Back to the Future
1985,1986,43,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey,Remo Williams: The Adventure Begins,False,remo williams adventure begins,tt0089901,Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins
1985,1986,43,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Lone,Year of the Dragon,False,year of dragon,tt0090350,Year of the Dragon,Year of the Dragon
1985,1986,43,Best Original Score - Motion Picture,Michel Colombier,White Nights,False,white nights,tt0090319,White Nights,White Nights
1985,1986,43,Best Original Score - Motion Picture,Michel Colombier,White Nights,False,white nights,tt3247850,Vennira Iravugal,White Nights
1985,1986,43,Best Original Song - Motion Picture,"We Don't Need Another Hero (Thunderdome), Terry Britten, Graham Lyle",Mad Max Beyond Thunderdome,False,mad max beyond thunderdome,tt0089530,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome
1985,1986,43,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kirk Douglas,Amos,False,amos,tt27487266,Amos,Amos
1985,1986,43,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kirk Douglas,Amos,False,amos,tt5262882,"Amos, the Impossible Shot",Amos
1985,1986,43,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Strauss,Kane & Abel,False,kane abel,tt5449478,Kane & Abel,Kane & Abel
1985,1986,43,Best Performance by an Actor In A Television Series - Drama,Don Johnson,Miami Vice,True,miami vice,tt0430357,Miami Vice,Miami Vice
1985,1986,43,Best Performance by an Actress in a Television Series - Musical or Comedy,Cybill Shepherd,Moonlighting,True,moonlighting,tt0084354,Moonlighting,Moonlighting
1985,1986,43,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,Family Ties,False,family ties,tt2562766,Family Ties,Family Ties
