year_film,year_award,ceremony,category,nominee,film,win,reducedString,tconst,primaryTitle,originalTitle
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Angela Bassett,What's Love Got To Do With It,True,whats love got to do with it,tt13430858,What's Love Got to Do with It?,What's Love Got to Do with It?
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Stockard Channing,Six Degrees of Separation,False,six degrees of separation,tt0108149,Six Degrees of Separation,Six Degrees of Separation
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anjelica Huston,Addams Family Values,False,addams family values,tt0106220,Addams Family Values,Addams Family Values
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton,Manhattan Murder Mystery,False,manhattan murder mystery,tt0107507,Manhattan Murder Mystery,Manhattan Murder Mystery
1993,1994,51,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meg Ryan,Sleepless in Seattle,False,sleepless in seattle,tt0108160,Sleepless in Seattle,Sleepless in Seattle
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,Mrs. Doubtfire,True,mrs doubtfire,tt0107614,Mrs. Doubtfire,Mrs. Doubtfire
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline,Dave,False,dave,tt0106673,Dave,Dave
1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Benny & Joon,False,benny joon,tt0106387,Benny & Joon,Benny & Joon
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Penelope Ann Miller,Carlito's Way,False,carlitos way,tt0106519,Carlito's Way,Carlito's Way
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rosie Perez,Fearless,False,fearless,tt0106881,Fearless,Fearless
1993,1994,51,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rosie Perez,Fearless,False,fearless,tt8426678,Fearless!,Fearless!
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Malkovich,In the Line of Fire,False,in line of fire,tt0107206,In the Line of Fire,In the Line of Fire
1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Leonardo DiCaprio,What's Eating Gilbert Grape,False,whats eating gilbert grape,tt0108550,What's Eating Gilbert Grape,What's Eating Gilbert Grape
1993,1994,51,Best Screenplay - Motion Picture,Robert Altman,Short Cuts,False,short cuts,tt0108122,Short Cuts,Short Cuts
1993,1994,51,Best Original Score - Motion Picture,Kitarô,Heaven & Earth,True,heaven earth,tt0107096,Heaven & Earth,Heaven & Earth
1993,1994,51,Best Original Score - Motion Picture,Kitarô,Heaven & Earth,True,heaven earth,tt2319851,Heaven Earth,Heaven Earth
1993,1994,51,Best Original Score - Motion Picture,Danny Elfman,The Nightmare Before Christmas,False,nightmare before christmas,tt0107688,The Nightmare Before Christmas,The Nightmare Before Christmas
1993,1994,51,Best Original Song - Motion Picture,"Again, Janet Jackson, Jimmy Jam, Terry Lewis",Poetic Justice,False,poetic justice,tt0107840,Poetic Justice,Poetic Justice
1993,1994,51,Best Original Song - Motion Picture,"The Day I Fall In Love, James Ingram, Carole Bayer Sager, Clif Magness",Beethoven's 2nd,False,beethovens iind,tt0106375,Beethoven's 2nd,Beethoven's 2nd
1993,1994,51,Best Original Song - Motion Picture,"Stay (Faraway, So Close!), U2","Faraway, So Close!",False,faraway so close,tt7016084,Faraway So Close,Faraway So Close
1993,1994,51,Best Performance by an Actress In A Television Series - Drama,Sela Ward,Sisters,False,sisters,tt0070698,Sisters,Sisters
1993,1994,51,Best Performance by an Actress In A Television Series - Drama,Sela Ward,Sisters,False,sisters,tt0407205,The Sisters,The Sisters
1993,1994,51,Best Performance by an Actress In A Television Series - Drama,Sela Ward,Sisters,False,sisters,tt4144522,Sisters!,Sisters!
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange,Blue Sky,True,blue sky,tt0109306,Blue Sky,Blue Sky
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster,Nell,False,nell,tt0110638,Nell,Nell
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Jason Leigh,Mrs. Parker and The Vicious Circle,False,mrs parker and vicious circle,tt0110588,Mrs. Parker and the Vicious Circle,Mrs. Parker and the Vicious Circle
1994,1995,52,Best Performance by an Actress in a Motion Picture - Drama,Miranda Richardson,Tom & Viv,False,tom viv,tt0111454,Tom & Viv,Tom & Viv
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Forrest Gump,True,forrest gump,tt0109830,Forrest Gump,Forrest Gump
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Nobody's Fool,False,nobodys fool,tt0091642,Nobody's Fool,Nobody's Fool
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,Brad Pitt,Legends of the Fall,False,legends of fall,tt0110322,Legends of the Fall,Legends of the Fall
1994,1995,52,Best Performance by an Actor in a Motion Picture - Drama,John Travolta,Pulp Fiction,False,pulp fiction,tt0110912,Pulp Fiction,Pulp Fiction
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jamie Lee Curtis,True Lies,True,true lies,tt0111503,True Lies,True Lies
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Geena Davis,Speechless,False,speechless,tt0111256,Speechless,Speechless
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Andie MacDowell,Four Weddings and a Funeral,False,four weddings and a funeral,tt0109831,Four Weddings and a Funeral,Four Weddings and a Funeral
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine,Guarding Tess,False,guarding tess,tt0109951,Guarding Tess,Guarding Tess
1994,1995,52,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Thompson,Junior,False,junior,tt0089392,Junior,Junior
1994,1995,52,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Ed Wood,False,ed wood,tt0109707,Ed Wood,Ed Wood
1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dianne Wiest,Bullets Over Broadway,True,bullets over broadway,tt0109348,Bullets Over Broadway,Bullets Over Broadway
1994,1995,52,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kirsten Dunst,Interview with the Vampire (The Vampire Chronicles),False,interview with vampire vampire chronicles,tt0110148,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles
1994,1995,52,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Turturro,Quiz Show,False,quiz show,tt0110932,Quiz Show,Quiz Show
1994,1995,52,Best Director - Motion Picture,Oliver Stone,Natural Born Killers,False,natural born killers,tt0110632,Natural Born Killers,Natural Born Killers
1994,1995,52,Best Original Score - Motion Picture,Hans Zimmer,The Lion King,True,lion king,tt0110357,The Lion King,The Lion King
1994,1995,52,Best Original Song - Motion Picture,"Far Longer Than Forever, Lex De Azevedo, David Zippel",The Swan Princess,False,swan princess,tt0111333,The Swan Princess,The Swan Princess
1994,1995,52,Best Original Song - Motion Picture,"I'll Remember, Madonna, Patrick Leonard, Richard Page",With Honors,False,with honors,tt0111732,With Honors,With Honors
1994,1995,52,Best Original Song - Motion Picture,"The Color of the Night, Lauren Christy, Jud J. Friedman, Dominic Frontiere",Color of Night,False,color of night,tt0109456,Color of Night,Color of Night
1994,1995,52,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Diana Ross,Out of Darkness,False,out of darkness,tt0272766,Out of the Darkness,Out of the Darkness
1994,1995,52,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Diana Ross,Out of Darkness,False,out of darkness,tt1836091,Out of Darkness,Out of Darkness
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Raul Julia,The Burning Season,True,burning season,tt0104274,The Burning Season,The Burning Season
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Rutger Hauer,Fatherland,False,fatherland,tt0091035,Singing the Blues in Red,Fatherland
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Rutger Hauer,Fatherland,False,fatherland,tt0280663,The Fatherland,The Fatherland
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Rutger Hauer,Fatherland,False,fatherland,tt12717574,Fatherland,Fatherland
1994,1995,52,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Samuel L. Jackson,Against The Wall,False,against wall,tt21222250,Against the Wall,Against the Wall
1994,1995,52,Best Performance by an Actress in a Television Series - Musical or Comedy,Ellen DeGeneres,Ellen,False,ellen,tt11136356,Ellen,Ellen
1994,1995,52,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tyne Daly,Christy,False,christy,tt0196453,Christy,Christy
1994,1995,52,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Malkovich,Heart of Darkness,False,heart of darkness,tt31241157,Heart of Darkness,Heart of Darkness
1994,1995,52,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Malkovich,Heart of Darkness,False,heart of darkness,tt7755302,The Heart of Darkness,The Heart of Darkness
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Sharon Stone,Casino,True,casino,tt0112641,Casino,Casino
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon,Dead Man Walking,False,dead man walking,tt0092841,Dead Man Walking,Dead Man Walking
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Elisabeth Shue,Leaving Las Vegas,False,leaving las vegas,tt0113627,Leaving Las Vegas,Leaving Las Vegas
1995,1996,53,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson,Sense and Sensibility,False,sense and sensibility,tt0114388,Sense and Sensibility,Sense and Sensibility
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Richard Dreyfuss,Mr. Holland's Opus,False,mr hollands opus,tt0113862,Mr. Holland's Opus,Mr. Holland's Opus
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Anthony Hopkins,Nixon,False,nixon,tt0113987,Nixon,Nixon
1995,1996,53,Best Performance by an Actor in a Motion Picture - Drama,Ian McKellen,Richard III,False,richard iii,tt0081426,Richard III,Richard III
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nicole Kidman,To Die For,True,to die for,tt0098482,To Die For,To Die For
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nicole Kidman,To Die For,True,to die for,tt0111440,Heaven's a Drag,To Die For
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sandra Bullock,While You Were Sleeping,False,while you were sleeping,tt0114924,While You Were Sleeping,While You Were Sleeping
1995,1996,53,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Toni Collette,Muriel's Wedding,False,muriels wedding,tt0110598,Muriel's Wedding,Muriel's Wedding
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Travolta,Get Shorty,True,get shorty,tt0113161,Get Shorty,Get Shorty
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Patrick Swayze,"To Wong Foo, Thanks For Everything! Julie Newmar",False,to wong foo thanks for everything julie newmar,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar","To Wong Foo Thanks for Everything, Julie Newmar"
1995,1996,53,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Martin,Father of the Bride Part II,False,father of bride ii,tt0113041,Father of the Bride Part II,Father of the Bride Part II
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mira Sorvino,Mighty Aphrodite,True,mighty aphrodite,tt0113819,Mighty Aphrodite,Mighty Aphrodite
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathleen Quinlan,Apollo 13,False,apollo 1iii,tt0112384,Apollo 13,Apollo 13
1995,1996,53,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kyra Sedgwick,Something To Talk About,False,something to talk about,tt0114496,Something to Talk About,Something to Talk About
1995,1996,53,Best Performance by an Actor in a Supporting Role in any Motion Picture,Brad Pitt,Twelve Monkeys,True,twelve monkeys,tt0114746,12 Monkeys,Twelve Monkeys
1995,1996,53,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tim Roth,Rob Roy,False,rob roy,tt0114287,Rob Roy,Rob Roy
1995,1996,53,Best Director - Motion Picture,Mel Gibson,Braveheart,True,braveheart,tt0112573,Braveheart,Braveheart
1995,1996,53,Best Original Score - Motion Picture,Maurice Jarre,A Walk in the Clouds,True,a walk in clouds,tt0114887,A Walk in the Clouds,A Walk in the Clouds
1995,1996,53,Best Original Score - Motion Picture,Alan Menken,Pocahontas,False,pocahontas,tt0114148,Pocahontas,Pocahontas
1995,1996,53,Best Original Score - Motion Picture,Michael Kamen,Don Juan DeMarco,False,don juan demarco,tt0112883,Don Juan DeMarco,Don Juan DeMarco
1995,1996,53,Best Original Song - Motion Picture,"""Hold Me, Thrill Me, Kiss Me, Kill Me"", U2",Batman Forever,False,batman forever,tt0112462,Batman Forever,Batman Forever
1995,1996,53,Best Original Song - Motion Picture,"You've Got a Friend In Me, Randy Newman",Toy Story,False,toy story,tt0114709,Toy Story,Toy Story
1995,1996,53,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Gary Sinise,Truman,True,truman,tt3754940,Truman,Truman
1995,1996,53,Best Performance by an Actress In A Television Series - Drama,Sherry Stringfield,ER,False,er,tt18358150,Er,Er
1995,1996,53,Best Performance by an Actor In A Television Series - Drama,Daniel Benzali,Murder One,False,murder one,tt0095677,Murder One,Murder One
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Melanie Griffith,Buffalo Girls,False,buffalo girls,tt1072756,Buffalo Girls,Buffalo Girls
1995,1996,53,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lisa Kudrow,Friends,False,friends,tt0067118,Friends,Friends
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Brenda Blethyn,Secrets & Lies,True,secrets lies,tt0117589,Secrets & Lies,Secrets & Lies
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Kristin Scott Thomas,The English Patient,False,english patient,tt0116209,The English Patient,The English Patient
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Marvin's Room,False,marvins room,tt0116999,Marvin's Room,Marvin's Room
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Emily Watson,Breaking the Waves,False,breaking waves,tt0115751,Breaking the Waves,Breaking the Waves
1996,1997,54,Best Performance by an Actress in a Motion Picture - Drama,Emily Watson,Breaking the Waves,False,breaking waves,tt1841524,Breaking Waves,Breaking Waves
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Geoffrey Rush,Shine,True,shine,tt0117631,Shine,Shine
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Geoffrey Rush,Shine,True,shine,tt4387270,Shine!,Shine!
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Mel Gibson,Ransom,False,ransom,tt0073796,The Terrorists,Ransom
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Mel Gibson,Ransom,False,ransom,tt0076598,Assault in Paradise,The Ransom
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Mel Gibson,Ransom,False,ransom,tt0117438,Ransom,Ransom
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Mel Gibson,Ransom,False,ransom,tt8002974,The Ransom,The Ransom
1996,1997,54,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Michael Collins,False,michael collins,tt0117039,Michael Collins,Michael Collins
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Madonna,Evita,True,evita,tt0116250,Evita,Evita
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Glenn Close,101 Dalmatians,False,101 dalmatians,tt0115433,101 Dalmatians,101 Dalmatians
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Frances McDormand,Fargo,False,fargo,tt0116282,Fargo,Fargo
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Debbie Reynolds,Mother,False,mother,tt0117091,Mother,Mother
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Debbie Reynolds,Mother,False,mother,tt0201743,M/Other,M/Other
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Debbie Reynolds,Mother,False,mother,tt0323298,The Mother,The Mother
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Debbie Reynolds,Mother,False,mother,tt5109784,Mother!,Mother!
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Debbie Reynolds,Mother,False,mother,tt9455884,(M)OTHER,(M)OTHER
1996,1997,54,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand,The Mirror Has Two Faces,False,mirror has two faces,tt0117057,The Mirror Has Two Faces,The Mirror Has Two Faces
1996,1997,54,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Cruise,Jerry Maguire,True,jerry maguire,tt0116695,Jerry Maguire,Jerry Maguire
1996,1997,54,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Costner,Tin Cup,False,tin cup,tt0117918,Tin Cup,Tin Cup
1996,1997,54,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edward Norton,Primal Fear,True,primal fear,tt0117381,Primal Fear,Primal Fear
1996,1997,54,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Woods,Ghosts of Mississippi,False,ghosts of mississippi,tt0116410,Ghosts of Mississippi,Ghosts of Mississippi
1996,1997,54,Best Screenplay - Motion Picture,John Sayles,Lone Star,False,lone star,tt0116905,Lone Star,Lone Star
1996,1997,54,Best Original Score - Motion Picture,Alan Menken,The Hunchback of Notre Dame,False,hunchback of notre dame,tt0116583,The Hunchback of Notre Dame,The Hunchback of Notre Dame
1996,1997,54,Best Original Song - Motion Picture,"""That Thing You Do!"", Adam Schlesinger",That Thing You Do!,False,that thing you do,tt0117887,That Thing You Do!,That Thing You Do!
1996,1997,54,Best Original Song - Motion Picture,"""Because You Loved Me"", Diane Warren",Up Close & Personal,False,up close personal,tt0118055,Up Close & Personal,Up Close & Personal
1996,1997,54,Best Original Song - Motion Picture,"""For the First Time"", James Newton Howard, Jud J. Friedman, Allan Dennis Rich",One Fine Day,False,one fine day,tt0117247,One Fine Day,One Fine Day
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Demi Moore,If These Walls Could Talk,False,if these walls could talk,tt3319160,If These Walls Could Talk,If These Walls Could Talk
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Demi Moore,If These Walls Could Talk,False,if these walls could talk,tt6769284,IF These Walls Could Talk,IF These Walls Could Talk
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Alan Rickman,Rasputin,True,rasputin,tt1585270,Rasputin,Rasputin
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Armand Assante,Gotti,False,gotti,tt1801552,Gotti,Gotti
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,Lance Henriksen,Millennium,False,millennium,tt0097883,Millennium,Millennium
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Mrs. Brown,True,mrs brown,tt0119280,Mrs. Brown,Mrs Brown
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster,Contact,False,contact,tt0118884,Contact,Contact
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster,Contact,False,contact,tt0181414,Contact!,Contact!
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange,A Thousand Acres,False,a thousand acres,tt0120323,A Thousand Acres,A Thousand Acres
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Titanic,False,titanic,tt0120338,Titanic,Titanic
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,Peter Fonda,Ulee's Gold,True,ulees gold,tt0120402,Ulee's Gold,Ulee's Gold
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,Matt Damon,Good Will Hunting,False,good will hunting,tt0119217,Good Will Hunting,Good Will Hunting
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,Djimon Hounsou,Amistad,False,amistad,tt0118607,Amistad,Amistad
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hunt,As Good as It Gets,True,as good as it gets,tt0119822,As Good as It Gets,As Good as It Gets
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hunt,As Good as It Gets,True,as good as it gets,tt7507268,As Good as It Gets?,As Good as It Gets?
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Joey Lauren Adams,Chasing Amy,False,chasing amy,tt0118842,Chasing Amy,Chasing Amy
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Pam Grier,Jackie Brown,False,jackie brown,tt0119396,Jackie Brown,Jackie Brown
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lopez,Selena,False,selena,tt0120094,Selena,Selena
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,My Best Friend's Wedding,False,my best friends wedding,tt0119738,My Best Friend's Wedding,My Best Friend's Wedding
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline,In & Out,False,in out,tt0119360,In & Out,In & Out
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,Liar Liar,False,liar liar,tt0119528,Liar Liar,Liar Liar
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dustin Hoffman,Wag the Dog,False,wag dog,tt0120885,Wag the Dog,Wag the Dog
1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kim Basinger,L.A. Confidential,True,la confidential,tt0119488,L.A. Confidential,L.A. Confidential
1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julianne Moore,Boogie Nights,False,boogie nights,tt0118749,Boogie Nights,Boogie Nights
1997,1998,55,Best Original Score - Motion Picture,Michael Nyman,Gattaca,False,gattaca,tt0119177,Gattaca,GATTACA
1997,1998,55,Best Original Score - Motion Picture,Philip Glass,Kundun,False,kundun,tt0119485,Kundun,Kundun
1997,1998,55,Best Original Score - Motion Picture,John Williams,Seven Years in Tibet,False,seven years in tibet,tt0120102,Seven Years in Tibet,Seven Years in Tibet
1997,1998,55,Best Original Song - Motion Picture,"Go the Distance, Alan Menken, David Zippel",Hercules,False,hercules,tt0085672,Hercules,Hercules
1997,1998,55,Best Original Song - Motion Picture,"""Journey to the Past"", Stephen Flaherty, Lynn Ahrens",Anastasia,False,anastasia,tt0118617,Anastasia,Anastasia
1997,1998,55,Best Original Song - Motion Picture,"""Tomorrow Never Dies"", Sheryl Crow, Mitchell Froom",Tomorrow Never Dies,False,tomorrow never dies,tt0120347,Tomorrow Never Dies,Tomorrow Never Dies
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jena Malone,Hope,False,hope,tt0190464,Hope,Hope
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jena Malone,Hope,False,hope,tt21823870,The Hope,The Hope
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jena Malone,Hope,False,hope,tt27619180,HOPE!,HOPE!
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jena Malone,Hope,False,hope,tt5536374,Hope?,Hope?
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Meryl Streep,First Do No Harm,False,first do no harm,tt12157084,First Do No Harm,First Do No Harm
1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Armand Assante,The Odyssey,False,odyssey,tt13420184,The Odyssey,The Odyssey
1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Armand Assante,The Odyssey,False,odyssey,tt14247548,Odyssey,Odyssey
1997,1998,55,Best Performance by an Actress In A Television Series - Drama,Roma Downey,Touched By an Angel,False,touched by an angel,tt4038520,Touched by an Angel,Touched by an Angel
1997,1998,55,Best Performance by an Actor In A Television Series - Drama,Kevin Anderson,Nothing Sacred,False,nothing sacred,tt0119806,Nothing Sacred,Nothing Sacred
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Elizabeth,True,elizabeth,tt0127536,Elizabeth,Elizabeth
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon,Stepmom,False,stepmom,tt0120686,Stepmom,Stepmom
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,One True Thing,False,one true thing,tt0120776,One True Thing,One True Thing
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,One True Thing,False,one true thing,tt1675260,The One True Thing,The One True Thing
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,Emily Watson,Hilary and Jackie,False,hilary and jackie,tt0150915,Hilary and Jackie,Hilary and Jackie
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Jim Carrey,The Truman Show,True,truman show,tt0120382,The Truman Show,The Truman Show
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Stephen Fry,Wilde,False,wilde,tt0120514,Wilde,Wilde
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Saving Private Ryan,False,saving private ryan,tt0120815,Saving Private Ryan,Saving Private Ryan
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Ian McKellen,Gods and Monsters,False,gods and monsters,tt0120684,Gods and Monsters,Gods and Monsters
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,Nick Nolte,Affliction,False,affliction,tt0118564,Affliction,Affliction
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow,Shakespeare in Love,True,shakespeare in love,tt0138097,Shakespeare in Love,Shakespeare in Love
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow,Shakespeare in Love,True,shakespeare in love,tt14273786,Shakespeare in love,Shakespeare in love
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meg Ryan,You've Got Mail,False,youve got mail,tt0128853,You've Got Mail,You've Got Mail
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cameron Diaz,There's Something About Mary,False,theres something about mary,tt0129387,There's Something About Mary,There's Something About Mary
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jane Horrocks,Little Voice,False,little voice,tt0147004,Little Voice,Little Voice
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty,Bulworth,False,bulworth,tt0118798,Bulworth,Bulworth
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Travolta,Primary Colors,False,primary colors,tt0119942,Primary Colors,Primary Colors
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,Patch Adams,False,patch adams,tt0129290,Patch Adams,Patch Adams
1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sharon Stone,The Mighty,False,mighty,tt0119670,The Mighty,The Mighty
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bill Murray,Rushmore,False,rushmore,tt0128445,Rushmore,Rushmore
